,Duration:,18,Thirty seconds times Sorcery Score squared (counted in minutes),,,,,,
,"When you cast this spell, enchant a warding candle. When lit, that candle burns of a set duration. During that time, Slenders, Howlers and Predators within a 20 meter radius find the smell abhorent. The first time each day they smell it they receive 4+4D Morale damage. While in the area, they receive a -2 penalty to all rolls associated with actions other than try to get away from it. The candle loses its effect once once blown out, regardless of the duration.
The warding candle is a wax candle mixed with equal parts dried garlic, salt and iron powder. The science roll necessary to mix it is 3 and it requires a heat source to melt the wax.",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Spirit Ward,,,,,,,,
,School:,Folk Magic,,,,,,Level:,2
,Focus:,Salt,,,,,,Cost:,1
,Length:,24,Four meters times Sorcery Score,,,,,,
,"When you cast this spell, enchant a line of salt on the ground of a certain maximum length. Ghosts and spirits can't go through that line while it remains unbroken.",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Nausea,,,,,,,,
,School:,Blood Magic,,,,,,Level:,5
,Focus:,Two diagonal scar lines on your chest that meet pointing upward,,,,,,Cost:,3
,Defense:,5,Sorcery Score minus one,,,,,,
,Range:,12,Two meters times Sorcery Score,,,,,,
,"When you cast this spell, all creatures within a 5 meter radius circle centered in range must make a Size defense. Those that fail start violently retching a thick black substance. While they are, they are considered distracted and can take no other action that a single quick action on their turn. At the end of their turn, they receive 1+1D Morale damage, spend 15 Stamina (affected by Adrenalin) and go back to normal. Whether they succeed or fail on their defense, all creatures affected become nauseous (-1 to most proactive rolls of Fighting, Athletics, Acrobatics, Wrestling, Aim and Running). They can choose, on their turn, to spend the turn retching to end the effect. After each turn spent nauseous but not retching, they lose 1 Health, 1 Morale and 1 Stamina.",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Take Vigour,,,,,,,,
,School:,Blood Magic,,,,,,Level:,5
,Focus:,One scar along the inside of your left middle finger,,,,,,Cost:,2
,Range:,6,One meter times Sorcery Score (rounded down to two meters increments),,,,,,
,"When you cast this spell, all creatures within range lose 13 Stamina (bypassing Adrenalin). You gain as much Stamina as they lost (you don't benefit from the negative values of creatures below 13 Stamina). This effect can allow you to receive more than your maximum Stamina, but at the end of your next turn, it goes down to your maximum. You can't gain Stamina this way more than once per minute.",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Pain Training,,,,,,,,
,School:,Blood Magic,,,,,,Level:,5
,Focus:,"A small ""X"" scar on your pubis",,,,,,Cost:,4
,Defense:,6,Sorcery Score,,,,,,
,"When you cast this spell then touch a one meter radius circle drawn on the ground, you enchant it. Until dusk, the circle faintly glows red. Any creature standing within it suffers immense pain, receiving 1+1D Morale damage each turn. It must make a Resolve defense against each turn to avoid writhing on the ground in pain. After a character loses a total of 20 Morale or more from continued exposure to this effect, they become numb, unable to feel pain. They are immune to pain related Morale loss or compulsive behavior and don't suffer penalties from level 1 limb Wounds. This effect lasts a number of weeks equal to your Sorcery Score plus their Resolve value.",,,,,,,,
